source_file,asin,model,verified_purchase,vine_review,title,title_zh,body,body_zh,rating,polarity,helpful_votes,image_count,has_video,link,review_date,topics,persona_tags,persona_evidence,persona__婴幼儿/儿童家庭,persona__敏感肌/干痒/湿疹困扰人群,persona__氯味/泳池味困扰用户,persona__泡澡护理/放松型用户,persona__硬水/矿物残留困扰用户,motivation_tags,motivation_evidence,motivation__改善泡澡后皮肤/头发体感,motivation__安装方便、挂上就能用,motivation__适合宝宝/敏感肌场景,motivation__降低氯味/泳池味,motivation__缓解硬水导致的干涩/刺激感,motivation__高频使用下也要好维护,positive_tags,positive_evidence,positive__改善皮肤/头发感受,positive__安装方便/适配性强,positive__宝宝/敏感肌场景友好,positive__减少氯味/泳池味,positive__水流稳定/不易飞溅,negative_tags,negative_evidence,negative__绕流/溢流/过滤路径失效,negative__宣传口径争议（重金属/TDS等）,negative__安装不稳/固定带打滑,negative__滤芯更换麻烦/寿命不清,negative__掉砂/掉屑/包装脏污,negative__发霉/卫生清洁风险,negative__敏感肌/宝宝场景效果不稳定,negative__去氯效果不明显/气味仍重,negative__硬水改善不明显/肤感无变化,negative__整体无效/不符合预期,negative__质量破损/做工问题,negative__二次销售/疑似退货品,qa__低星未命中投诉点,qa__高星含投诉点,qa__正文为空仅标题可用,qa__硬水标签需复核,qa__低星含正向标签,qa__需要人工复核,qa__复核原因,negative_severity_level,negative_confidence,negative_revision_note,qa__低置信度标题归因,qa__高星轻微吐槽
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,Y,,Takes contaminants out of water and is affordable.,这样可以去除水中的污染物，而且价格实惠。,"Best bath filter for your tub, easily stays on your faucet with the Velcro straps. Water flows nicely through filter without pouring over the top and takes 100% of the chlorine smell out of my bathwater. Peace of mind for my children, not absorbing harmful chemicals and really affordable.",最适合浴缸的浴缸过滤器，用魔术贴带轻松固定在水龙头上。水通过过滤器时流得很顺畅，不会溢出水面，而且能把我洗澡水里的氯味完全去除。让孩子们安心，不用吸收有害化学物质，而且价格也很实惠。,5.0,positive_4_5,3,1,,https://www.amazon.com/gp/customer-reviews/RDWDGLB7CJ6AA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-02-20,chlorine_smell_reduction;baby_child_sensitive_skin;installation_fit;overflow_flow_splash;leak_stability,婴幼儿/儿童家庭；氯味/泳池味困扰用户,"{""婴幼儿/儿童家庭"": [""Peace of mind for my children, not absorbing harmful chemicals a""], ""氯味/泳池味困扰用户"": [""over the top and takes 100% of the chlorine smell out of my bathwater.""]}",Y,,Y,,,安装方便、挂上就能用；适合宝宝/敏感肌场景；降低氯味/泳池味,"{""安装方便、挂上就能用"": [""sily stays on your faucet with the Velcro straps.""], ""适合宝宝/敏感肌场景"": [""Peace of mind for my children, not absorbing harmful chemicals a""], ""降低氯味/泳池味"": [""over the top and takes 100% of the chlorine smell out of my bathwater.""]}",,Y,Y,Y,,,水流稳定/不易飞溅,"{""水流稳定/不易飞溅"": [""Water flows nicely through filter without pouring ove"", ""Water flows nicely through filter without pouring over the top and takes 100% of the chlorine sme"", ""with the Velcro straps. Water flows nicely through filter without pouring over the top and takes 100% of the chlorine smell o""]}",,,,,Y,未命中,{},,,,,,,,,,,,,,,,,,,,none,,按规则10：正向不溢流证据，删除负面溢流；按规则10：正向水流稳定/不易飞溅,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,Y,,Peace for our baby,愿我们的宝贝平安,On my 3rd bag. My daughter has bad eczema and extremely sensitive skin. So it gives up another way to prevent her skin irritation. The water hasn’t improved…,在我的第三个包里。我女儿有严重的湿疹和极其敏感的皮肤。所以它放弃了另一种防止她皮肤受到刺激的方法。水质还没有改善...,5.0,positive_4_5,0,0,,https://www.amazon.com/gp/customer-reviews/R2JK4YD2KMUQT2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-02-15,hair_skin_improvement;baby_child_sensitive_skin,婴幼儿/儿童家庭；敏感肌/干痒/湿疹困扰人群,"{""婴幼儿/儿童家庭"": [""Peace for our baby"", ""My daughter has bad eczema and extremely sensi""], ""敏感肌/干痒/湿疹困扰人群"": [""ghter has bad eczema and extremely sensitive skin."", ""My daughter has bad eczema and extremely sensitive skin."", ""ives up another way to prevent her skin irritation.""]}",Y,Y,,,,改善泡澡后皮肤/头发体感；适合宝宝/敏感肌场景,"{""改善泡澡后皮肤/头发体感"": [""My daughter has bad eczema and extremely sensitive skin.""], ""适合宝宝/敏感肌场景"": [""Peace for our baby"", ""ghter has bad eczema and extremely sensitive skin."", ""My daughter has bad eczema and extremely sensitive skin.""]}",Y,,Y,,,,宝宝/敏感肌场景友好,"{""宝宝/敏感肌场景友好"": [""ghter has bad eczema and extremely sensitive skin.""]}",,,Y,,,未命中,{},,,,,,,,,,,,,,,,,,,,none,,,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,Y,,Useless,无用,"Absolutely useless. The water goes into the pouch and AROUND the filter out the sides of the bag, path of least resistance. No filtering whatsoever.",绝对没用。水进入袋子并绕过过滤器从袋子的侧面流出，这是阻力最小的路径。没有任何过滤。,1.0,negative_1_2,0,0,,https://www.amazon.com/gp/customer-reviews/R1SOPS99C4GY9A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-02-11,effectiveness_doubt,未命中,{},,,,,,未命中,{},,,,,,,未命中,{},,,,,,绕流/溢流/过滤路径失效；整体无效/不符合预期,"{""绕流/溢流/过滤路径失效"": [""The water goes into the pouch and AROUND the filter out the sides of the bag, path of"", ""e filter out the sides of the bag, path of least resistance."", ""water goes into the pouch and AROUND the filter out the sides of the bag, path of least resistance. No filt""], ""整体无效/不符合预期"": [""Useless Absolutely useless. The water goes into the pouch and AROUN""]}",Y,,,,,,,,,Y,,,,,,,,,,high_kill_negative_review,medium-high,按规则2/3：设计/水压/水流失败归入溢流/过滤路径失效；按规则1/6：低星整体无效/不符合预期,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,,,Item works but disappointed quality,商品有效，但质量令人失望,"I was really hoping this would be a nice addition for my daily water filter, especially at work. unfortunately, the product arrived looking used, which was super disappointing right out of the box. after just a few uses, it broke, spilling beads everywhere. on top of that, it didn't filter the water well at all, which kind of defeated the whole purpose. i ended up wasting my money and had to switch back to my old setup. not what i expected for sure.",我真的希望这能成为我日常滤水器的一个很好的补充，尤其是在工作时。不幸的是，产品到达时看起来是用过的，开箱即用，这非常令人失望。只用了几次，它就碎了，珠子洒得到处都是。最重要的是，它根本没有很好地过滤水，这违背了整个目的。我最终浪费了我的钱，不得不切换回我的旧设置。不是我所期望的。,1.0,negative_1_2,0,0,,https://www.amazon.com/gp/customer-reviews/RDNFUNKWRS69S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-02-11,effectiveness_doubt,未命中,{},,,,,,高频使用下也要好维护,"{""高频使用下也要好维护"": [""is would be a nice addition for my daily water filter, especially at work.""]}",,,,,,Y,未命中,{},,,,,,绕流/溢流/过滤路径失效；掉砂/掉屑/包装脏污；整体无效/不符合预期；质量破损/做工问题；二次销售/疑似退货品,"{""二次销售/疑似退货品"": [""k. unfortunately, the product arrived looking used, which was super disappointing right out of the box. after""], ""绕流/溢流/过滤路径失效"": [""er just a few uses, it broke, spilling beads everywhere. on top of that, it didn't filter the wate""], ""整体无效/不符合预期"": [""Item works but disappointed quality I was really hoping this would be a nice addition f""], ""掉砂/掉屑/包装脏污"": [""er just a few uses, it broke, spilling beads everywhere. on top of that, it didn't filter the water well""], ""质量破损/做工问题"": [""Item works but disappointed quality I was really hoping this would be a nice addition for my da""]}",Y,,,,Y,,,,,Y,Y,Y,,,,,,,,high_kill_negative_review,medium-high,按规则4：到货像用过/疑似二次销售；按规则2/3：设计/水压/水流失败归入溢流/过滤路径失效；按规则1/6：低星整体无效/不符合预期；掉屑/颗粒/脏污/珠子外漏补标；破损/做工/质量问题补标,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,,,"Doesn't fit, mold issues 😕",不合适，发霉问题😕,"The opening on this filter is way too small which made it super frustrating to use at work. I tried cleaning my water, but honestly, it seemed moldy and didn’t improve the taste or clarity at all. kinda disappointed 😕",该过滤器的开口太小，这使得在工作中使用非常令人沮丧。我尝试清洁水，但说实话，它看起来发霉了，而且根本没有改善味道或透明度。有点失望😕,1.0,negative_1_2,0,0,,https://www.amazon.com/gp/customer-reviews/R1AV5O7DNYAI70/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-02-09,chlorine_smell_reduction;installation_fit;mold_hygiene_storage,未命中,{},,,,,,高频使用下也要好维护,"{""高频使用下也要好维护"": [""Doesn't fit, mold issues 😕""]}",,,,,,Y,未命中,{},,,,,,发霉/卫生清洁风险；整体无效/不符合预期,"{""发霉/卫生清洁风险"": [""Doesn't fit, mold issues 😕"", ""Doesn't fit, mold issues 😕 The opening on this filter is way too small which""], ""整体无效/不符合预期"": [""aste or clarity at all. kinda disappointed 😕 不合适，发霉问题😕 该过滤器的开口太小，这使得在工作中使用非常令人沮丧。我尝试清洁水，但说实话，它看起来发霉了，而""]}",,,,,,Y,,,,Y,,,,,,,,,,high_kill_negative_review,medium-high,按规则1/6：低星整体无效/不符合预期；发霉/卫生风险补标,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,,,Stopped working quickly,很快就停止工作了,"Unpleasant surprise when I opened the package—there was mold inside, which is totally unacceptable. I was planning to use this product at work, but now I'm worried about any health risks. It didn’t even work as expected. Very disappointing. I contacted customer service, but the response was slow and didn't offer a real solution. It’s frustrating because I needed something reliable for daily use. Won't be ordering this brand again.",当我打开包装时，我感到很不愉快——里面发霉了，这是完全不能接受的。我本来打算在工作中使用该产品，但现在我担心有任何健康风险。它甚至没有按预期工作。非常令人失望。我联系了客服，但回复很慢，也没有提供真正的解决方案。这很令人沮丧，因为我需要一些可靠的日常使用的东西。不会再订购这个品牌了。,1.0,negative_1_2,0,0,,https://www.amazon.com/gp/customer-reviews/R2N0EYJTS8BS5G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-02-07,mold_hygiene_storage,未命中,{},,,,,,高频使用下也要好维护,"{""高频使用下也要好维护"": [""hen I opened the package—there was mold inside, which is totally unaccepta"", ""se I needed something reliable for daily use.""]}",,,,,,Y,未命中,{},,,,,,发霉/卫生清洁风险；整体无效/不符合预期；二次销售/疑似退货品,"{""发霉/卫生清洁风险"": [""hen I opened the package—there was mold inside, which is totally unaccepta"", ""opened the package—there was mold inside, which is totally unacceptable. I was planning to us""], ""二次销售/疑似退货品"": [""ly Unpleasant surprise when I opened the package—there was mold inside, which is totally unaccep""], ""整体无效/不符合预期"": [""t even work as expected. Very disappointing. I contacted customer service, but the response was slow an""]}",,,,,,Y,,,,Y,,Y,,,,,,,,high_kill_negative_review,medium-high,按规则4：到货像用过/疑似二次销售；按规则1/6：低星整体无效/不符合预期；发霉/卫生风险补标,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,Y,,Loving it,喜欢它,"Knowing that I am using a filtration, I am enjoying it.",知道我正在使用过滤，我很享受它。,5.0,positive_4_5,0,0,,https://www.amazon.com/gp/customer-reviews/R6WVI67O54RD9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-02-06,ease_of_use_positive,未命中,{},,,,,,未命中,{},,,,,,,未命中,{},,,,,,未命中,{},,,,,,,,,,,,,,,,,,,,none,,,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,Y,,Grew mold,长出霉菌,"Really disappointed with this filter. Within just one week of use, it developed visible mold, which is the last thing you want anywhere near bath water especially for a baby. That was a huge red flag for cleanliness and safety. On top of that, after using it before the mold appeared, my baby’s skin became noticeably dry and developed a rash, which we hadn’t been dealing with before. I bought this hoping it would help with water quality and be gentler on sensitive skin, but it seemed to do the opposite. I stopped using it right away. Definitely not something I feel comfortable recommending.",对这个滤镜真的很失望。在使用短短一周内，它就出现了明显的霉菌，这是您最不想在洗澡水附近发生的事情，尤其是对于婴儿来说。这对于清洁和安全来说是一个巨大的危险信号。 最重要的是，在霉菌出现之前使用它后，我宝宝的皮肤明显变得干燥并出现皮疹，这是我们以前没有处理过的。我买了这个，希望它能改善水质并对敏感皮肤更温和，但它似乎起到了相反的作用。我立即停止使用它。绝对不是我觉得推荐的东西。,1.0,negative_1_2,0,0,,https://www.amazon.com/gp/customer-reviews/RCC26DLZ94CF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-02-05,hair_skin_improvement;baby_child_sensitive_skin;mold_hygiene_storage;ease_of_use_positive,婴幼儿/儿童家庭；敏感肌/干痒/湿疹困扰人群,"{""婴幼儿/儿童家庭"": [""e near bath water especially for a baby."", ""ng it before the mold appeared, my baby's skin became noticeably dry and d""], ""敏感肌/干痒/湿疹困扰人群"": [""ame noticeably dry and developed a rash, which we hadn't been dealing with"", ""th water quality and be gentler on sensitive skin, but it seemed to do the opposite.""]}",Y,Y,,,,适合宝宝/敏感肌场景；高频使用下也要好维护,"{""适合宝宝/敏感肌场景"": [""e near bath water especially for a baby."", ""ng it before the mold appeared, my baby's skin became noticeably dry and d"", ""th water quality and be gentler on sensitive skin, but it seemed to do the opposite.""], ""高频使用下也要好维护"": [""Grew mold"", ""week of use, it developed visible mold, which is the last thing you want"", ""of that, after using it before the mold appeared, my baby's skin became no""]}",,,Y,,,Y,未命中,{},,,,,,发霉/卫生清洁风险；敏感肌/宝宝场景效果不稳定；整体无效/不符合预期；质量破损/做工问题,"{""发霉/卫生清洁风险"": [""Grew mold"", ""week of use, it developed visible mold, which is the last thing you want"", ""of that, after using it before the mold appeared, my baby's skin became no"", ""Grew mold Really disappointed with this filter. Within just one week""], ""整体无效/不符合预期"": [""Grew mold Really disappointed with this filter. Within just one week of use, it developed""], ""质量破损/做工问题"": [""ping it would help with water quality and be gentler on sensitive skin, but it seemed to do the o""], ""敏感肌/宝宝场景效果不稳定"": [""r bath water especially for a baby. That was a huge red flag for cleanliness and safety. On to""]}",,,,,,Y,Y,,,Y,Y,,,,,,,,,high_kill_negative_review,medium-high,按规则7/8：water quality 单独不算硬水，移除硬水 persona；按规则7/8：water quality 单独不算硬水，移除硬水动机；按规则1/6：低星整体无效/不符合预期；发霉/卫生风险补标；破损/做工/质量问题补标；按规则6：敏感肌/宝宝场景效果失败补标,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,Y,,It is NOT ORGANIC cotton,它不是有机棉,There is no proof or label that it is Organic Cotton. Can the seller confirm if it is True Organic Cotton or if he uses the word Organic improperly? Thank you.,没有证据或标签表明它是有机棉。卖家能否确认是否是真正的有机棉，或者他是否错误地使用了“有机”一词？谢谢。,1.0,negative_1_2,0,0,,https://www.amazon.com/gp/customer-reviews/R2ZWK18FMCGWFG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-02-02,,未命中,{},,,,,,未命中,{},,,,,,,未命中,{},,,,,,宣传口径争议（重金属/TDS等）,"{""宣传口径争议（重金属/TDS等）"": [""It is NOT ORGANIC cotton There is no proof or label that it is Organic Cotton""]}",,Y,,,,,,,,,,,,,,,,,,high_kill_negative_review,medium-high,按规则5：宣传/材质/认证/成分口径争议,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,,,Product works but not as expected,产品有效，但未达到预期效果,"Got really excited to try this bath filter, but it turned out disappointing. When I unpacked the replacement filter, it had visible grime underneath the plastic wrapping. Even after a thorough wash with soap and water, sticky dark spots remained. I tried rinsing it in my bathroom sink and ended up with greasy stains there, which was frustrating. Using it during my evening baths at home, I expected cleaner water, but a simple test showed no noticeable difference in water quality after filtering. It feels like this product doesn't do what it promises. I hoped it would be helpful for improving my bath water, but sadly it missed the mark.",很高兴尝试这款浴缸过滤器，但结果令人失望。当我打开更换过滤器的包装时，塑料包装下面有明显的污垢。即使用肥皂和水彻底清洗后，粘性黑斑仍然存在。我尝试在浴室水槽中冲洗它，结果发现那里有油腻的污渍，这令人沮丧。晚上在家洗澡时使用它，我希望得到更干净的水，但简单的测试显示过滤后的水质没有明显差异。感觉这个产品并没有达到它的承诺。我希望这对改善我的洗澡水有帮助，但遗憾的是它没有达到目标。,1.0,negative_1_2,0,0,,https://www.amazon.com/gp/customer-reviews/R3OW02ZHVTOUMN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-01-29,water_quality_testing;refill_lifespan;ease_of_use_positive,未命中,{},,,,,,高频使用下也要好维护,"{""高频使用下也要好维护"": [""When I unpacked the replacement filter, it had visible grime under""]}",,,,,,Y,未命中,{},,,,,,宣传口径争议（重金属/TDS等）；滤芯更换麻烦/寿命不清；发霉/卫生清洁风险；整体无效/不符合预期；质量破损/做工问题,"{""宣传口径争议（重金属/TDS等）"": [""pected cleaner water, but a simple test showed no noticeable difference in water"", ""visible grime underneath the plastic wrapping. Even after a thorough wash with soap and water, s""], ""滤芯更换麻烦/寿命不清"": [""When I unpacked the replacement filter, it had visible grime under"", ""pointing. When I unpacked the replacement filter, it had visible grime underneath the plastic wra""], ""发霉/卫生清洁风险"": [""replacement filter, it had visible grime underneath the plastic wrapping."", ""cement filter, it had visible grime underneath the plastic wrapping. Even after a thorough wash""], ""整体无效/不符合预期"": [""Product works but not as expected Got really excited to try this bath filter, but it turned o""], ""质量破损/做工问题"": [""oticeable difference in water quality after filtering. It feels like this product doesn't do what""]}",,Y,,Y,,Y,,,,Y,Y,,,,,,,,,high_kill_negative_review,medium-high,按规则7/8：water quality 单独不算硬水，移除硬水 persona；按规则7/8：water quality 单独不算硬水，移除硬水动机；按规则1/6：低星整体无效/不符合预期；按规则5：宣传/材质/认证/成分口径争议；发霉/卫生风险补标；破损/做工/质量问题补标；更换/寿命/打开困难补标,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,,,Filter works but not for family use,过滤器有效，但不适合家庭使用,"Ever since I started using this water filter at home, I've noticed my skin breaking out a lot, which is super frustrating. I usually have pretty sensitive skin, but this made it worse, not better. Tried to get a refund, but missed the deadline, so now I’m stuck with it. Also, the water doesn’t taste much different, and I can’t tell if it’s filtering anything helpful at all. I bought it hoping it would be handy for daily use, especially with my kids around, but honestly, it feels like a waste of money. Definitely not what I expected for something marketed as a quality filter.",自从我开始在家使用这个滤水器以来，我发现我的皮肤出现了很多问题，这非常令人沮丧。我的皮肤通常非常敏感，但这让情况变得更糟，而不是更好。试图获得退款，但错过了最后期限，所以现在我被困住了。而且，水的味道并没有太大不同，我根本无法判断它是否过滤了任何有用的东西。我买它是希望它能方便日常使用，尤其是我的孩子在身边，但说实话，这感觉像是浪费钱。绝对不是我对作为优质过滤器销售的东西的期望。,1.0,negative_1_2,0,0,,https://www.amazon.com/gp/customer-reviews/R3B4GPU0U655GS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-01-29,chlorine_smell_reduction;hair_skin_improvement;baby_child_sensitive_skin;installation_fit;effectiveness_doubt;ease_of_use_positive,婴幼儿/儿童家庭；敏感肌/干痒/湿疹困扰人群,"{""婴幼儿/儿童家庭"": [""for daily use, especially with my kids around, but honestly, it feels lik""], ""敏感肌/干痒/湿疹困扰人群"": [""I usually have pretty sensitive skin, but this made it worse, not bette""]}",Y,Y,,,,适合宝宝/敏感肌场景；高频使用下也要好维护,"{""适合宝宝/敏感肌场景"": [""I usually have pretty sensitive skin, but this made it worse, not bette"", ""for daily use, especially with my kids around, but honestly, it feels lik""], ""高频使用下也要好维护"": [""ht it hoping it would be handy for daily use, especially with my kids aroun""]}",,,Y,,,Y,未命中,{},,,,,,敏感肌/宝宝场景效果不稳定；整体无效/不符合预期；质量破损/做工问题,"{""整体无效/不符合预期"": [""Filter works but not for family use Ever since I started using this water filter at home, I've""], ""质量破损/做工问题"": [""at home, I've noticed my skin breaking out a lot, which is super frustrating. I usually have pr""], ""敏感肌/宝宝场景效果不稳定"": [""lter at home, I've noticed my skin breaking out a lot, which is super frustrating. I usually have pretty se""]}",,,,,,,Y,,,Y,Y,,,,,,,,,high_kill_negative_review,medium-high,按规则1/6：低星整体无效/不符合预期；破损/做工/质量问题补标；按规则6：敏感肌/宝宝场景效果失败补标,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,Y,,Definitely worth it!,绝对值得！,Love this product! Definitely worth it and gives us peace of mind for our baby girl. Shes 2 and loves pointing to the whale. Could instantly tell the difference taking a bath myself with the smell of the water being much better. Will buy again and again!,喜欢这个产品！绝对值得，让我们的宝贝女儿安心。她两岁了，喜欢指着鲸鱼。我自己洗澡时就能立即分辨出区别，水的味道好多了。会一次又一次地购买！,5.0,positive_4_5,0,1,,https://www.amazon.com/gp/customer-reviews/R1GNZT2ABLRA6V/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-01-27,chlorine_smell_reduction;baby_child_sensitive_skin;ease_of_use_positive,婴幼儿/儿童家庭,"{""婴幼儿/儿童家庭"": [""and gives us peace of mind for our baby girl.""]}",Y,,,,,适合宝宝/敏感肌场景,"{""适合宝宝/敏感肌场景"": [""and gives us peace of mind for our baby girl.""]}",,,Y,,,,未命中,{},,,,,,未命中,{},,,,,,,,,,,,,,,,,,,,none,,,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,,,Not very good for bath use,不太适合洗澡,"When I bought this faucet for my bathroom, I was hoping it would handle the water pressure well enough to fill the bathtub quickly, especially when I’m bathing my kids. Unfortunately, it can’t keep up with the flow rate required for warm water in the tub. The water started to overflow, which was frustrating and completely missed the point of what I needed it for. I’ve been thinking about moving it to the sink instead, where the pressure demands are lower. It does seem like it would be okay for washing hands, but for filling a bathtub, it’s a bit of a letdown. At least it works fine for lighter tasks, but I ended up quite disappointed given my initial expectations. If you’re looking for something for higher pressure use, this might not be the best fit.",当我为浴室购买这个水龙头时，我希望它能够很好地处理水压，以便快速注满浴缸，尤其是当我给孩子洗澡时。不幸的是，它无法跟上浴缸中温水所需的流速。水开始溢出，这令人沮丧，完全没有达到我需要它的目的。我一直在考虑将其移至水槽，那里的压力要求较低。看起来确实可以用来洗手，但是用来给浴缸注水，就有点让人失望了。至少它对于较轻的任务来说效果很好，但考虑到我最初的期望，我最终感到非常失望。如果您正在寻找用于更高压力的产品，这可能不是最合适的。,1.0,negative_1_2,0,0,,https://www.amazon.com/gp/customer-reviews/R294B9XCFZONGF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-01-27,baby_child_sensitive_skin;installation_fit;overflow_flow_splash,婴幼儿/儿童家庭,"{""婴幼儿/儿童家庭"": [""ly, especially when I'm bathing my kids.""]}",Y,,,,,适合宝宝/敏感肌场景,"{""适合宝宝/敏感肌场景"": [""ly, especially when I'm bathing my kids.""]}",,,Y,,,,未命中,{},,,,,,绕流/溢流/过滤路径失效；敏感肌/宝宝场景效果不稳定；整体无效/不符合预期,"{""绕流/溢流/过滤路径失效"": [""The water started to overflow, which was frustrating and complet"", ""as hoping it would handle the water pressure well enough to fill the bathtub quickly, especially when I’""], ""整体无效/不符合预期"": [""r tasks, but I ended up quite disappointed given my initial expectations. If you’re looking for someth""], ""敏感肌/宝宝场景效果不稳定"": [""specially when I’m bathing my kids. Unfortunately, it can’t keep up with the flow rate require""]}",Y,,,,,,Y,,,Y,,,,,,,,,,high_kill_negative_review,medium-high,按规则2/3：设计/水压/水流失败归入溢流/过滤路径失效；按规则1/6：低星整体无效/不符合预期；按规则6：敏感肌/宝宝场景效果失败补标,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,,,Stopped working and got moldy quickly 😕,停止工作并很快发霉😕,"The idea of this water filter sounded good for my home kitchen, especially trying to have better-tasting water during cooking. At first, I was happy with how it fit in my fridge. But soon, it started leaking water which was really annoying. Also, after just a week, I noticed mold building up around the filter – not something you want in your drinking water. I tried cleaning it, but that didn’t seem to help much. It doesn’t dry properly either, which I think is why the mold appears so fast. For now, it feels like more trouble than convenience. 😕",这种滤水器的想法听起来很适合我的家庭厨房，尤其是在烹饪过程中想要获得味道更好的水。起初，我对它能放在冰箱里感到很满意。但很快，它就开始漏水，这真是令人烦恼。另外，仅仅一周后，我注意到过滤器周围长出了霉菌——这不是您想要的饮用水中的东西。我尝试清洁它，但这似乎没有多大帮助。它也不能正常干燥，我认为这就是霉菌出现得如此之快的原因。就目前而言，感觉麻烦多于方便。 😕,1.0,negative_1_2,0,0,,https://www.amazon.com/gp/customer-reviews/RQOSJS1ZRUZL0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-01-26,chlorine_smell_reduction;hair_skin_improvement;installation_fit;leak_stability;mold_hygiene_storage;ease_of_use_positive,未命中,{},,,,,,高频使用下也要好维护,"{""高频使用下也要好维护"": [""Also, after just a week, I noticed mold building up around the filter – no"", ""y either, which I think is why the mold appears so fast.""]}",,,,,,Y,未命中,{},,,,,,绕流/溢流/过滤路径失效；发霉/卫生清洁风险,"{""绕流/溢流/过滤路径失效"": [""a week, I noticed mold building up around the filter – not something you want in your d"", ""k, I noticed mold building up around the filter – not something you want in your drinking water. I tried cl""], ""发霉/卫生清洁风险"": [""Stopped working and got moldy quickly 😕"", ""Also, after just a week, I noticed mold building up around the filter – no"", ""y either, which I think is why the mold appears so fast."", ""Stopped working and got moldy quickly 😕 The idea of this water filter sounded good for m""]}",Y,,,,,Y,,,,,,,,,,,,,,high_kill_negative_review,medium-high,按规则2/3：设计/水压/水流失败归入溢流/过滤路径失效；发霉/卫生风险补标,,
B0742KFY9R-US-Reviews-260420-449581.xlsx,B0742KFY9R,,Y,,Waste of money,浪费钱,The water just all comes out of the top and sides… water feels no different. Still itchy etc because no water is actually making it through to come out the bottom. Waste of money.,水只是从顶部和侧面流出……水的感觉没有什么不同。仍然很痒等，因为实际上没有水从底部流出。浪费钱。,1.0,negative_1_2,1,0,,https://www.amazon.com/gp/customer-reviews/R22V9AOJHMYMQ9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0742KFY9R,2026-01-24,hair_skin_improvement;effectiveness_doubt,敏感肌/干痒/湿疹困扰人群,"{""敏感肌/干痒/湿疹困扰人群"": [""Still itchy etc because no water is actually m""]}",,Y,,,,改善泡澡后皮肤/头发体感,"{""改善泡澡后皮肤/头发体感"": [""Still itchy etc because no water is actually m""]}",Y,,,,,,未命中,{},,,,,,敏感肌/宝宝场景效果不稳定；硬水改善不明显/肤感无变化；整体无效/不符合预期,"{""硬水改善不明显/肤感无变化"": [""Still itchy etc because no water is actually m""], ""整体无效/不符合预期"": [""Waste of money The water just all comes out of the top and sides…""], ""敏感肌/宝宝场景效果不稳定"": [""ter feels no different. Still itchy etc because no water is actually making it through to come""]}",,,,,,,Y,,Y,Y,,,,,,,,,,high_kill_negative_review,medium-high,按规则7/8：water quality 单独不算硬水，移除硬水动机；按规则1/6：低星整体无效/不符合预期；按规则6：敏感肌/宝宝场景效果失败补标,,
