site_code,week_start,search_term,department,search_frequency_rank,clicked_asin_1,click_share_1,conversion_share_1,is_own_asin_1,clicked_asin_2,click_share_2,conversion_share_2,is_own_asin_2,clicked_asin_3,click_share_3,conversion_share_3,is_own_asin_3
amz_ca,2025-12-28,santevia bath filter,Amazon.ca,147178,B0FKH16TZR,0.0256,0.0000,False,,,,,,,,
amz_ca,2025-12-28,bathtub water filter,Amazon.ca,151037,B0FKH16TZR,0.1579,0.0000,False,,,,,,,,
amz_ca,2025-12-28,bathtub filter,Amazon.ca,219730,B0FKH16TZR,0.1154,0.0000,False,,,,,,,,
amz_ca,2025-12-21,bath water filter,Amazon.ca,127583,B0FKH16TZR,0.2273,0.0000,False,,,,,,,,
amz_ca,2025-12-07,bath water filter,Amazon.ca,156461,B0FKH16TZR,0.1628,0.0000,False,,,,,,,,
amz_uk,2026-03-22,tubo bath filter,Amazon.co.uk,203039,B0DTQ8H23D,0.4583,0.0000,False,,,,,,,,
amz_uk,2026-03-15,tubo bath filter,Amazon.co.uk,220834,B0DTQ8H23D,0.3478,0.0000,False,,,,,,,,
amz_uk,2026-03-08,tubo bath filter,Amazon.co.uk,207401,B0DTQ8H23D,0.5192,0.0000,False,,,,,,,,
amz_uk,2026-03-01,tubo bath filter,Amazon.co.uk,254927,B0DTQ8H23D,0.3659,0.2500,False,,,,,,,,
amz_uk,2026-02-22,bath filter for baby,Amazon.co.uk,233400,B0G2XVPKQC,0.0889,0.0833,False,,,,,,,,
amz_uk,2026-02-22,tubo bath filter,Amazon.co.uk,360139,B0DTQ8H23D,0.6207,1.0000,False,,,,,,,,
amz_uk,2026-02-15,tubo bath filter,Amazon.co.uk,312535,B0DTQ8H23D,0.4839,0.0000,False,,,,,,,,
amz_uk,2026-02-08,tubo bath filter,Amazon.co.uk,371440,B0DTQ8H23D,0.6154,0.0000,False,,,,,,,,
amz_uk,2026-02-01,bath water filter,Amazon.co.uk,95628,B0G2XVPKQC,0.0882,0.0385,False,,,,,,,,
amz_uk,2026-02-01,tubo bath filter,Amazon.co.uk,254786,B0DTQ8H23D,0.2000,0.0000,False,,,,,,,,
amz_uk,2026-01-18,tubo bath filter,Amazon.co.uk,344076,B0DTQ8H23D,0.5862,0.5000,False,,,,,,,,
amz_uk,2026-01-04,tubo bath filter,Amazon.co.uk,217648,B0DTQ8H23D,0.3800,0.2857,False,,,,,,,,
amz_uk,2025-12-28,tubo bath filter,Amazon.co.uk,251246,B0DTQ8H23D,0.4667,0.0000,False,,,,,,,,
amz_uk,2025-12-21,tubo bath filter,Amazon.co.uk,305745,B0DTQ8H23D,0.3143,0.3333,False,,,,,,,,
amz_uk,2025-11-02,tubo bath filter,Amazon.co.uk,423911,B0DTQ8H23D,0.3462,0.0000,False,,,,,,,,
amz_uk,2025-06-01,bath filter for baby,Amazon.co.uk,318653,B0D1MYQB7M,0.1290,0.1250,False,,,,,,,,
amz_us,2026-03-22,canopy bathtub filter,Amazon.com,65874,B0GFQ1JRSK,0.1064,0.1026,False,,,,,,,,
amz_us,2026-03-22,bath filter for tub,Amazon.com,87613,B0GFQ1JRSK,0.0884,0.0223,False,,,,,,,,
amz_us,2026-03-22,bathtub filter,Amazon.com,102223,B0GFQ1JRSK,0.1843,0.0446,False,,,,,,,,
amz_us,2026-03-22,bath tub filter,Amazon.com,110413,B0GFQ1JRSK,0.2119,0.0000,False,,,,,,,,
amz_us,2026-03-22,bathtub water filter,Amazon.com,125285,B0GFQ1JRSK,0.1415,0.0306,False,,,,,,,,
amz_us,2026-03-22,bath water filter,Amazon.com,138965,B0GFQ1JRSK,0.0823,0.0096,False,,,,,,,,
amz_us,2026-03-22,bathtub filter for tub faucet,Amazon.com,207063,B0GFQ1JRSK,0.1667,0.0508,False,,,,,,,,
amz_us,2026-03-22,bath tub water filter,Amazon.com,328458,B0GFQ1JRSK,0.1159,0.0000,False,,,,,,,,
amz_us,2026-03-22,canopy bath filter,Amazon.com,352780,B0GFQ1JRSK,0.5855,0.1429,False,,,,,,,,
amz_us,2026-03-22,tub filter,Amazon.com,370405,B0GFQ1JRSK,0.1141,0.0000,False,,,,,,,,
amz_us,2026-03-22,bath filter for baby,Amazon.com,378809,B0GFQ1JRSK,0.1500,0.0270,False,,,,,,,,
amz_us,2026-03-22,canopy bath tub filter,Amazon.com,389901,B0GFQ1JRSK,0.7029,0.4545,False,,,,,,,,
amz_us,2026-03-22,tub filter for bathtub,Amazon.com,430220,B0GFQ1JRSK,0.1761,0.0000,False,,,,,,,,
amz_us,2026-03-22,bath tub filter for tub faucet,Amazon.com,432943,B0GFQ1JRSK,0.1203,0.0000,False,,,,,,,,
amz_us,2026-03-22,bathtub filter for baby,Amazon.com,598096,B0GFQ1JRSK,0.2261,0.0000,False,,,,,,,,
amz_us,2026-03-22,baby bath filter,Amazon.com,598096,B0GFQ1JRSK,0.1391,0.0400,False,,,,,,,,
amz_us,2026-03-22,santevia bath filter,Amazon.com,688620,B01MUBU0YC,0.0100,0.0000,False,,,,,,,,
amz_us,2026-03-22,bathtub faucet filter,Amazon.com,702788,B0GFQ1JRSK,0.1224,0.0000,False,,,,,,,,
amz_us,2026-03-22,bath tub filter for baby,Amazon.com,702788,B0GFQ1JRSK,0.2449,0.0000,False,,,,,,,,
amz_us,2026-03-22,canopy tub filter,Amazon.com,1061025,B0GFQ1JRSK,0.6615,0.0000,False,,,,,,,,
amz_us,2026-03-22,canopy bathtub filter replacement,Amazon.com,1061025,B0GFQ1JRSK,0.2154,0.0000,False,,,,,,,,
amz_us,2026-03-22,canopy baby bath tub filter,Amazon.com,1232298,B0GFQ1JRSK,0.6071,0.8333,False,,,,,,,,
amz_us,2026-03-22,baby bath tub filter,Amazon.com,1302305,B0GFQ1JRSK,0.3585,0.0000,False,,,,,,,,
amz_us,2026-03-22,baby bath water filter,Amazon.com,1408725,B0GFQ1JRSK,0.1633,0.0000,False,,,,,,,,
amz_us,2026-03-22,baby bathtub filter,Amazon.com,1500658,B0GFQ1JRSK,0.2826,0.0000,False,,,,,,,,
amz_us,2026-03-22,canopy bathtub filter for baby,Amazon.com,1533630,B0GFQ1JRSK,0.5333,1.0000,False,,,,,,,,
amz_us,2026-03-22,tub filter for bathtub baby,Amazon.com,1533630,B0GFQ1JRSK,0.1778,0.0000,False,,,,,,,,
amz_us,2026-03-22,tub filter for bathtub faucet,Amazon.com,1721832,B0GFQ1JRSK,0.1500,0.1111,False,,,,,,,,
amz_us,2026-03-22,bath tub faucet filter,Amazon.com,1764924,B0GFQ1JRSK,0.1026,0.0000,False,,,,,,,,
amz_us,2026-03-22,baby bath filter for tub,Amazon.com,1764924,B0GFQ1JRSK,0.2564,0.0000,False,,,,,,,,
amz_us,2026-03-22,bath water filter for tub faucet baby,Amazon.com,2014670,B0GFQ1JRSK,0.2059,0.0000,False,,,,,,,,
amz_us,2026-03-15,canopy bathtub filter,Amazon.com,65324,B0GFQ1JRSK,0.2533,0.1486,False,,,,,,,,
amz_us,2026-03-15,bath filter for tub,Amazon.com,83659,B0GFQ1JRSK,0.1377,0.0051,False,,,,,,,,
amz_us,2026-03-15,bathtub filter,Amazon.com,95312,B0GFQ1JRSK,0.2115,0.0164,False,,,,,,,,
amz_us,2026-03-15,bath filter,Amazon.com,97388,B0GFQ1JRSK,0.1259,0.0219,False,,,,,,,,
amz_us,2026-03-15,bath tub filter,Amazon.com,113800,B0GFQ1JRSK,0.2322,0.0000,False,,,,,,,,
amz_us,2026-03-15,bathtub water filter,Amazon.com,135920,B0GFQ1JRSK,0.1376,0.0084,False,,,,,,,,
amz_us,2026-03-15,bathtub filter for tub faucet,Amazon.com,194197,B0GFQ1JRSK,0.1821,0.0143,False,,,,,,,,
amz_us,2026-03-15,canopy bath filter,Amazon.com,259582,B0GFQ1JRSK,0.5862,0.1667,False,,,,,,,,
amz_us,2026-03-15,bath filter for baby,Amazon.com,290604,B0GFQ1JRSK,0.1026,0.0417,False,,,,,,,,
amz_us,2026-03-15,bath tub water filter,Amazon.com,333124,B0GFQ1JRSK,0.1463,0.0444,False,,,,,,,,
amz_us,2026-03-15,tub filter,Amazon.com,338301,B0GFQ1JRSK,0.1683,0.0200,False,,,,,,,,
amz_us,2026-03-15,canopy bath tub filter,Amazon.com,411310,B0GFQ1JRSK,0.7365,0.3333,False,,,,,,,,
amz_us,2026-03-15,tub filter for bathtub,Amazon.com,435373,B0GFQ1JRSK,0.1456,0.0000,False,,,,,,,,
amz_us,2026-03-15,baby bath filter,Amazon.com,452837,B0GFQ1JRSK,0.1908,0.0000,False,,,,,,,,
amz_us,2026-03-15,bath tub filter for tub faucet,Amazon.com,522606,B0GFQ1JRSK,0.2121,0.0357,False,,,,,,,,
amz_us,2026-03-15,bathtub filter for baby,Amazon.com,595888,B0GFQ1JRSK,0.1810,0.1250,False,,,,,,,,
amz_us,2026-03-15,bathtub faucet filter,Amazon.com,693256,B0GFQ1JRSK,0.1600,0.0000,False,,,,,,,,
amz_us,2026-03-15,bath tub filter for baby,Amazon.com,722285,B0GFQ1JRSK,0.3542,0.0000,False,,,,,,,,
amz_us,2026-03-15,canopy tub filter,Amazon.com,879899,B0GFQ1JRSK,0.6835,0.3000,False,,,,,,,,
amz_us,2026-03-15,canopy baby bath tub filter,Amazon.com,966387,B0GFQ1JRSK,0.4722,0.0000,False,,,,,,,,
amz_us,2026-03-15,baby bath water filter,Amazon.com,1087982,B0GFQ1JRSK,0.2031,0.0000,False,,,,,,,,
amz_us,2026-03-15,baby bath tub filter,Amazon.com,1181224,B0GFQ1JRSK,0.4068,0.0000,False,,,,,,,,
amz_us,2026-03-15,canopy bathtub filter for baby,Amazon.com,1291831,B0GFQ1JRSK,0.4259,0.2500,False,,,,,,,,
amz_us,2026-03-15,baby bathtub filter,Amazon.com,1423790,B0GFQ1JRSK,0.3673,0.0000,False,,,,,,,,
amz_us,2026-03-15,bath tub faucet filter,Amazon.com,1516603,B0GFQ1JRSK,0.1522,0.0000,False,,,,,,,,
amz_us,2026-03-15,baby bath filter for tub,Amazon.com,1516603,B0GFQ1JRSK,0.3696,0.0000,False,,,,,,,,
amz_us,2026-03-15,tub filter for bathtub baby,Amazon.com,1830691,B0GFQ1JRSK,0.2368,0.0909,False,,,,,,,,
amz_us,2026-03-15,bath water filter for tub faucet baby,Amazon.com,1982324,B0GFQ1JRSK,0.2000,0.0000,False,,,,,,,,
amz_us,2026-03-15,bath filter for tub baby,Amazon.com,2159444,B0GFQ1JRSK,0.2813,0.0000,False,,,,,,,,
amz_us,2026-03-15,tub filter for bathtub faucet,Amazon.com,2159444,B0GFQ1JRSK,0.1875,0.0000,False,,,,,,,,
amz_us,2026-03-15,canopy bath filter replacement,Amazon.com,2712785,B0GFQ1JRSK,0.1600,,False,,,,,,,,
amz_us,2026-03-08,canopy bathtub filter,Amazon.com,72349,B0GFQ1JRSK,0.2321,0.1017,False,,,,,,,,
amz_us,2026-03-08,bath filter for tub,Amazon.com,74876,B0GFQ1JRSK,0.0881,0.0161,False,,,,,,,,
amz_us,2026-03-08,bath filter,Amazon.com,104169,B0GFQ1JRSK,0.0929,0.0153,False,,,,,,,,
amz_us,2026-03-08,bathtub filter,Amazon.com,109704,B0GFQ1JRSK,0.1751,0.0252,False,,,,,,,,
amz_us,2026-03-08,bath tub filter,Amazon.com,118901,B0GFQ1JRSK,0.2073,0.0000,False,,,,,,,,
amz_us,2026-03-08,bathtub water filter,Amazon.com,149478,B0GFQ1JRSK,0.0926,0.0189,False,,,,,,,,
amz_us,2026-03-08,bathtub filter for tub faucet,Amazon.com,225070,B0GFQ1JRSK,0.1706,0.0143,False,,,,,,,,
amz_us,2026-03-08,canopy bath filter,Amazon.com,291023,B0GFQ1JRSK,0.4077,0.1333,False,,,,,,,,
amz_us,2026-03-08,bath tub water filter,Amazon.com,350114,B0GFQ1JRSK,0.1282,0.0500,False,,,,,,,,
amz_us,2026-03-08,tub filter,Amazon.com,353790,B0GFQ1JRSK,0.1813,0.0000,False,,,,,,,,
amz_us,2026-03-08,tub filter for bathtub,Amazon.com,439849,B0GFQ1JRSK,0.1474,0.0000,False,,,,,,,,
amz_us,2026-03-08,baby bath filter,Amazon.com,445622,B0GFQ1JRSK,0.1234,0.0000,False,,,,,,,,
amz_us,2026-03-08,bath tub filter for tub faucet,Amazon.com,454583,B0GFQ1JRSK,0.1854,0.0000,False,,,,,,,,
amz_us,2026-03-08,canopy bath tub filter,Amazon.com,467016,B0GFQ1JRSK,0.6939,0.3333,False,,,,,,,,
amz_us,2026-03-08,bathtub faucet filter,Amazon.com,583434,B0GFQ1JRSK,0.1610,0.0000,False,,,,,,,,
amz_us,2026-03-08,bath tub filter for baby,Amazon.com,704403,B0GFQ1JRSK,0.2245,0.0000,False,,,,,,,,
amz_us,2026-03-08,canopy tub filter,Amazon.com,1068435,B0GFQ1JRSK,0.6923,0.6667,False,,,,,,,,
amz_us,2026-03-08,canopy baby bath tub filter,Amazon.com,1102960,B0GFQ1JRSK,0.4444,0.4286,False,,,,,,,,
amz_us,2026-03-08,baby bath water filter,Amazon.com,1179216,B0GFQ1JRSK,0.1186,0.0000,False,,,,,,,,
amz_us,2026-03-08,canopy bathtub filter for baby,Amazon.com,1243119,B0GFQ1JRSK,0.3036,0.4000,False,,,,,,,,
amz_us,2026-03-08,baby bath tub filter,Amazon.com,1266057,B0GFQ1JRSK,0.3455,0.0000,False,,,,,,,,
amz_us,2026-03-08,baby bath filter for tub,Amazon.com,1314367,B0GFQ1JRSK,0.2642,0.2500,False,,,,,,,,
amz_us,2026-03-08,bath filter for tub faucet,Amazon.com,1422644,B0GFQ1JRSK,0.2449,0.1250,False,,,,,,,,
amz_us,2026-03-08,baby bathtub filter,Amazon.com,1514979,B0GFQ1JRSK,0.4130,0.2500,False,,,,,,,,
amz_us,2026-03-08,tub filter for bathtub faucet,Amazon.com,1514979,B0GFQ1JRSK,0.1739,0.0000,False,,,,,,,,
amz_us,2026-03-08,tub filter for bathtub baby,Amazon.com,1875591,B0GFQ1JRSK,0.2162,0.0000,False,,,,,,,,
amz_us,2026-03-08,bath filter for tub baby,Amazon.com,2363776,B0GFQ1JRSK,0.2759,0.0000,False,,,,,,,,
amz_us,2026-03-08,baby tub filter,Amazon.com,2524571,B0GFQ1JRSK,0.2222,0.0000,False,,,,,,,,
amz_us,2026-03-08,bath water filter for tub faucet baby,Amazon.com,2524571,B0GFQ1JRSK,0.1852,0.3333,False,,,,,,,,
amz_us,2026-03-01,canopy bathtub filter,Amazon.com,62451,B0GFQ1JRSK,0.0788,0.0976,False,,,,,,,,
amz_us,2026-03-01,bath filter for tub,Amazon.com,75511,B0GFQ1JRSK,0.1192,0.0096,False,,,,,,,,
amz_us,2026-03-01,bathtub filter,Amazon.com,87438,B0GFQ1JRSK,0.1940,0.0075,False,,,,,,,,
amz_us,2026-03-01,bath tub filter,Amazon.com,93861,B0GFQ1JRSK,0.2259,0.0084,False,,,,,,,,
amz_us,2026-03-01,bath filter,Amazon.com,102009,B0GFQ1JRSK,0.0882,0.0152,False,,,,,,,,
amz_us,2026-03-01,bathtub water filter,Amazon.com,119884,B0GFQ1JRSK,0.1064,0.0083,False,,,,,,,,
amz_us,2026-03-01,bath tub water filter,Amazon.com,290697,B0GFQ1JRSK,0.1416,0.0000,False,,,,,,,,
amz_us,2026-03-01,canopy bath filter,Amazon.com,299998,B0GFQ1JRSK,0.1416,0.1111,False,,,,,,,,
amz_us,2026-03-01,tub filter,Amazon.com,304187,B0GFQ1JRSK,0.1031,0.0208,False,,,,,,,,
amz_us,2026-03-01,tub filter for bathtub,Amazon.com,349238,B0GFQ1JRSK,0.1487,0.0400,False,,,,,,,,
amz_us,2026-03-01,bath tub filter for tub faucet,Amazon.com,414221,B0GFQ1JRSK,0.1758,0.0000,False,,,,,,,,
amz_us,2026-03-01,baby bath filter,Amazon.com,459433,B0GFQ1JRSK,0.1409,0.0000,False,,,,,,,,
amz_us,2026-03-01,bathtub faucet filter,Amazon.com,531968,B0GFQ1JRSK,0.0930,0.0357,False,,,,,,,,
amz_us,2026-03-01,canopy bath tub filter,Amazon.com,531968,B0GFQ1JRSK,0.3101,0.2500,False,,,,,,,,
amz_us,2026-03-01,canopy bathtub filter for baby,Amazon.com,655445,B0GFQ1JRSK,0.1143,0.0000,False,,,,,,,,
amz_us,2026-03-01,bath tub filter for baby,Amazon.com,688252,B0GFQ1JRSK,0.3000,0.2000,False,,,,,,,,
amz_us,2026-03-01,canopy tub filter,Amazon.com,756949,B0GFQ1JRSK,0.3407,0.1667,False,,,,,,,,
amz_us,2026-03-01,baby bath tub filter,Amazon.com,872331,B0GFQ1JRSK,0.2532,0.2500,False,,,,,,,,
amz_us,2026-03-01,canopy baby bath tub filter,Amazon.com,1131208,B0GFQ1JRSK,0.2131,0.1667,False,,,,,,,,
amz_us,2026-03-01,baby bathtub filter,Amazon.com,1169745,B0GFQ1JRSK,0.2203,0.0000,False,,,,,,,,
amz_us,2026-03-01,bath tub faucet filter,Amazon.com,1437839,B0GFQ1JRSK,0.1250,0.0000,False,,,,,,,,
amz_us,2026-03-01,baby bath filter for tub,Amazon.com,1567475,B0GFQ1JRSK,0.2955,0.0000,False,,,,,,,,
amz_us,2026-03-01,tub filter for bathtub baby,Amazon.com,1907645,B0GFQ1JRSK,0.3333,0.0000,False,,,,,,,,
amz_us,2026-03-01,baby tub filter,Amazon.com,2341343,B0GFQ1JRSK,0.4828,0.0000,False,,,,,,,,
amz_us,2026-03-01,bath filter for tub baby,Amazon.com,2418591,B0GFQ1JRSK,0.2857,0.0000,False,,,,,,,,
amz_us,2026-02-22,bath filter for tub,Amazon.com,70587,B0GFQ1JRSK,0.0932,0.0042,False,,,,,,,,
amz_us,2026-02-22,canopy bathtub filter,Amazon.com,79395,B0GFQ1JRSK,0.0977,0.0172,False,,,,,,,,
amz_us,2026-02-22,bathtub filter,Amazon.com,94320,B0GFQ1JRSK,0.1456,0.0145,False,,,,,,,,
amz_us,2026-02-22,bath tub filter,Amazon.com,95648,B0GFQ1JRSK,0.1893,0.0000,False,,,,,,,,
amz_us,2026-02-22,bath filter,Amazon.com,99070,B0GFQ1JRSK,0.0924,0.0070,False,,,,,,,,
amz_us,2026-02-22,canopy bath filter,Amazon.com,403062,B0GFQ1JRSK,0.1657,0.0000,False,,,,,,,,
amz_us,2026-02-22,baby bath filter,Amazon.com,426092,B0GFQ1JRSK,0.1063,0.0588,False,,,,,,,,
amz_us,2026-02-22,canopy bathtub filter for baby,Amazon.com,526120,B0GFQ1JRSK,0.1308,0.0000,False,,,,,,,,
amz_us,2026-02-22,baby bath tub filter,Amazon.com,595650,B0GFQ1JRSK,0.0696,0.0000,False,,,,,,,,
amz_us,2026-02-22,canopy bath tub filter,Amazon.com,771985,B0GFQ1JRSK,0.1461,0.0000,False,,,,,,,,
amz_us,2026-02-22,bath tub filter for baby,Amazon.com,859850,B0GFQ1JRSK,0.1250,0.0000,False,,,,,,,,
amz_us,2026-02-22,tub filter for bathtub faucet,Amazon.com,955976,B0GFQ1JRSK,0.0972,0.0000,False,,,,,,,,
amz_us,2026-02-22,baby bathtub filter,Amazon.com,969585,B0GFQ1JRSK,0.2535,0.0000,False,,,,,,,,
amz_us,2026-02-22,canopy baby bath tub filter,Amazon.com,1093121,B0GFQ1JRSK,0.2698,0.2857,False,,,,,,,,
amz_us,2026-02-22,baby bath filter for tub,Amazon.com,1208700,B0GFQ1JRSK,0.1930,0.0000,False,,,,,,,,
amz_us,2026-02-22,canopy tub filter,Amazon.com,1325256,B0GFQ1JRSK,0.1154,0.0000,False,,,,,,,,
amz_us,2026-02-22,bath filter for tub baby,Amazon.com,2065544,B0GFQ1JRSK,0.1515,0.0000,False,,,,,,,,
amz_us,2026-02-22,tub filter for bathtub baby,Amazon.com,2191686,B0GFQ1JRSK,0.1613,0.0000,False,,,,,,,,
amz_us,2026-02-22,baby tub filter,Amazon.com,2191686,B0GFQ1JRSK,0.1935,0.0000,False,,,,,,,,
amz_us,2026-02-22,get canopy bath tub filter,Amazon.com,2260279,B0GFQ1JRSK,0.3667,0.0000,False,,,,,,,,
amz_us,2026-02-22,canopy bathtub filter spout,Amazon.com,2332482,B0GFQ1JRSK,0.2414,,False,,,,,,,,
amz_us,2026-02-22,bathtub drain filter,Amazon.com,2670140,B07PB6ZX9Y,0.2000,0.1667,False,B0B7ZNZS9L,0.2000,0.0000,False,B0CXHPXP26,0.0800,0.0000,False
amz_us,2026-02-15,canopy bathtub filter,Amazon.com,69885,B0GFQ1JRSK,0.0416,0.0164,False,,,,,,,,
amz_us,2026-02-15,bathtub filter,Amazon.com,89549,B0GFQ1JRSK,0.1368,0.0000,False,,,,,,,,
amz_us,2026-02-15,bath tub filter,Amazon.com,93335,B0GFQ1JRSK,0.1664,0.0000,False,,,,,,,,
amz_us,2026-02-15,tub filter for bathtub,Amazon.com,307581,B0GFQ1JRSK,0.0806,0.0000,False,,,,,,,,
amz_us,2026-02-15,baby bath tub filter,Amazon.com,372534,B0GFQ1JRSK,0.1029,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy bath filter,Amazon.com,416047,B0GFQ1JRSK,0.1083,0.0769,False,,,,,,,,
amz_us,2026-02-15,baby bathtub filter,Amazon.com,620371,B0GFQ1JRSK,0.1226,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy bath tub filter,Amazon.com,786247,B0GFQ1JRSK,0.0833,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy tub filter,Amazon.com,988540,B0GFQ1JRSK,0.0448,0.1667,False,,,,,,,,
amz_us,2026-02-15,baby bath filter for tub,Amazon.com,988540,B0GFQ1JRSK,0.2090,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy baby bath tub filter,Amazon.com,1019243,B0GFQ1JRSK,0.0462,0.0000,False,,,,,,,,
amz_us,2026-02-15,bathtub drain filter,Amazon.com,1986607,B07MKPMBCJ,0.1212,0.0909,False,B0CQYCZ3DR,0.1212,0.0000,False,,,,
amz_us,2026-02-15,bath water filter for tub faucet baby,Amazon.com,2107244,B0GFQ1JRSK,0.1290,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy tub filter baby,Amazon.com,2479443,B0GFQ1JRSK,0.1538,0.0000,False,,,,,,,,
amz_us,2026-02-15,canopy bathtub filter spout,Amazon.com,2569151,B0GFQ1JRSK,0.0800,,False,,,,,,,,
amz_us,2026-02-08,canopy bathtub filter,Amazon.com,66217,B0GFQ1JRSK,0.6359,0.1522,False,,,,,,,,
amz_us,2026-02-08,bathtub filter,Amazon.com,98542,B0GFQ1JRSK,0.1037,0.0000,False,,,,,,,,
amz_us,2026-02-08,bath tub filter,Amazon.com,114589,B0GFQ1JRSK,0.1023,0.0088,False,,,,,,,,
amz_us,2026-02-08,canopy bathtub filter for baby,Amazon.com,343514,B0GFQ1JRSK,0.5967,0.1818,False,,,,,,,,
amz_us,2026-02-08,canopy bath filter,Amazon.com,421612,B0GFQ1JRSK,0.6419,0.1818,False,,,,,,,,
amz_us,2026-02-08,baby bath filter,Amazon.com,445938,B0GFQ1JRSK,0.1357,0.0000,False,,,,,,,,
amz_us,2026-02-08,baby bath tub filter,Amazon.com,512682,B0GFQ1JRSK,0.4590,0.0000,False,,,,,,,,
amz_us,2026-02-08,bathtub filter for baby,Amazon.com,614516,B0GFQ1JRSK,0.1275,0.0000,False,,,,,,,,
amz_us,2026-02-08,canopy bath tub filter,Amazon.com,824858,B0GFQ1JRSK,0.5789,0.3333,False,,,,,,,,
amz_us,2026-02-08,canopy baby bath tub filter,Amazon.com,835547,B0GFQ1JRSK,0.5600,0.3333,False,,,,,,,,
amz_us,2026-02-08,bath tub filter for baby,Amazon.com,869995,B0GFQ1JRSK,0.2778,0.0000,False,,,,,,,,
amz_us,2026-02-08,canopy tub filter,Amazon.com,894594,B0GFQ1JRSK,0.6286,0.0000,False,,,,,,,,
amz_us,2026-02-08,baby bathtub filter,Amazon.com,948714,B0GFQ1JRSK,0.3333,0.0000,False,,,,,,,,
amz_us,2026-02-08,baby bath filter for tub,Amazon.com,1043124,B0GFQ1JRSK,0.1500,0.0000,False,,,,,,,,
